,area,convex_area,bbox_area,major_axis_length,minor_axis_length,perimeter,equivalent_diameter,mean_intensity,solidity,eccentricity,ratio_length,perimeter_ratio_major,perimeter_ratio_minor,area_ratio_convex,area_ratio_bbox,peri_over_dia,Finding
5,249,364,720,36.35768964,13.69153713,110.6690476,17.80552293,132.2329317,0.684065934,0.926384567,2.655486327,3.043896591,8.083025778,0.684065934,0.345833333,6.215433718,Normal
6,152,155,176,16.91150013,11.53378392,44.14213562,13.91159268,158.2631579,0.980645161,0.731344407,1.466257756,2.610184506,3.827203277,0.980645161,0.863636364,3.173046872,Normal
7,290,335,609,29.94468244,13.56097564,78.63351365,19.2156048,134.3793103,0.865671642,0.891577793,2.208151037,2.625959177,5.798514481,0.865671642,0.476190476,4.092169591,Normal
8,4892,9450,15756,200.8093486,48.20144002,785.0742059,78.92203655,135.8350368,0.517671958,0.970764027,4.166044593,3.909550085,16.28735999,0.517671958,0.310484895,9.947465121,Normal
10,178,375,592,31.89970622,12.21639077,95.52691193,15.05445578,137.758427,0.474666667,0.923763896,2.611221827,2.99460162,7.819569112,0.474666667,0.300675676,6.345424458,Normal
11,195,278,400,20.72603764,16.66407918,69.31980515,15.75695755,133.3282051,0.701438849,0.594606794,1.24375535,3.34457586,4.15983412,0.701438849,0.4875,4.399314077,Normal
12,133,174,252,22.6940723,9.006109674,53.79898987,13.01310338,202.518797,0.764367816,0.917884104,2.51985298,2.370618599,5.97361034,0.764367816,0.527777778,4.134216745,Normal
13,125,182,280,33.49947096,6.886869074,71.59188309,12.61566261,131.256,0.686813187,0.978640014,4.864252623,2.137104887,10.39541805,0.686813187,0.446428571,5.674841291,Normal
2,163,230,234,18.2600347,15.26156508,66.00609665,14.40618082,130.9141104,0.708695652,0.549048357,1.196471961,3.614784843,4.32498871,0.708695652,0.696581197,4.5817901,Normal
1,21786,34776,48875,375.4211249,94.90841068,1274.411255,166.5496824,171.3512347,0.626466529,0.967517201,3.955614915,3.394617858,13.42780103,0.626466529,0.445749361,7.651838396,Normal
2,328,486,650,27.62194869,26.97110771,127.882251,20.43581588,158.1554878,0.674897119,0.215800196,1.024131044,4.629733131,4.741453423,0.674897119,0.504615385,6.257751183,Normal
1,1100,1440,2420,225.8390939,7.74657086,477.2132034,37.42410319,166.4145455,0.763888889,0.999411538,29.15342776,2.113067296,61.60315474,0.763888889,0.454545455,12.75149336,Normal
1,192,240,406,26.98258108,11.0481603,71.90559159,15.63528038,135.2552083,0.8,0.912330189,2.442269152,2.664889299,6.508376929,0.8,0.472906404,4.59893202,Normal
2,101,160,280,28.85501762,5.830233642,61.59188309,11.34007028,133.4059406,0.63125,0.979374655,4.949204336,2.134529388,10.5642221,0.63125,0.360714286,5.431349326,Normal
3,184,255,416,26.02802673,11.93423815,70.9411255,15.30607971,131.9130435,0.721568627,0.888686719,2.180954193,2.725566799,5.944336339,0.721568627,0.442307692,4.634833139,Normal
4,206,251,348,30.22351043,10.04195495,71.627417,16.19528778,138.4029126,0.820717131,0.943189101,3.009723763,2.36992381,7.132816007,0.820717131,0.591954023,4.422731969,Normal
1,194,222,270,19.2608372,13.66219622,56.627417,15.71650316,207.5412371,0.873873874,0.704881432,1.409790702,2.940028847,4.144825332,0.873873874,0.718518519,3.603054471,Normal
2,139,153,165,15.10984967,12.45821688,50.627417,13.30339418,170.6043165,0.908496732,0.565847891,1.21284208,3.350623474,4.063777144,0.908496732,0.842424242,3.805601511,Normal
3,261,281,360,57.38435375,6.333113825,117.1066017,18.22952334,148.7854406,0.928825623,0.993891338,9.061001481,2.04074097,18.49115695,0.928825623,0.725,6.424007888,Normal
1,23281,30650,53664,267.8481245,130.2791376,981.3351365,172.1693638,156.0347923,0.759575856,0.873740805,2.055955616,3.663774531,7.532557821,0.759575856,0.43382901,5.699824375,Normal
2,24486,32242,50887,298.3731529,121.6165377,1341.577777,176.5688067,161.4897084,0.759444203,0.913161115,2.453392923,4.496308612,11.03121173,0.759444203,0.481183799,7.598045218,Normal
3,166,226,294,20.80781434,13.49644538,68.73401872,14.53814859,139.6144578,0.734513274,0.761109096,1.541725525,3.303279124,5.092749741,0.734513274,0.56462585,4.727838506,Normal
1,138926,230592,262144,553.4036734,541.5551154,4348.877559,420.578265,184.2367735,0.602475368,0.205820959,1.021878767,7.858418309,8.030350809,0.602475368,0.529960632,10.34023372,Normal
2,234,325,465,32.62322232,10.97489324,82.42640687,17.26088218,134.2393162,0.72,0.941714362,2.972532089,2.526617575,7.510451818,0.72,0.503225806,4.775329907,Normal
3,103,117,156,13.77902245,10.49679255,40.97056275,11.45179781,134.3300971,0.88034188,0.647817984,1.312688841,2.973401263,3.903150658,0.88034188,0.66025641,3.577653345,Normal
1,129,147,204,16.83814219,10.37515516,46.42031022,12.81592374,140.6976744,0.87755102,0.787613321,1.622929192,2.756854628,4.474179855,0.87755102,0.632352941,3.622080715,Normal
1,114,174,252,26.11295324,9.841015719,59.07106781,12.04779267,183,0.655172414,0.926268857,2.653481509,2.262136621,6.002537695,0.655172414,0.452380952,4.903061453,Normal
2,149,164,176,18.6482949,10.86723836,48.72792206,13.77362306,161.0939597,0.908536585,0.81265362,1.716010479,2.612996111,4.483928709,0.908536585,0.846590909,3.537770843,Normal
4,214,222,285,18.07619188,15.06733942,52.28427125,16.50676415,141.4018692,0.963963964,0.552449892,1.199693681,2.892438385,3.470040052,0.963963964,0.750877193,3.167445223,Normal
1,18410,31264,54776,292.5305299,117.7997492,1324.299603,153.1023841,163.2698533,0.588856192,0.915335474,2.483286526,4.527047494,11.24195605,0.588856192,0.3360961,8.649764733,Normal
2,14672,25911,45630,304.4931694,94.74731599,1110.180808,136.6783472,154.1927481,0.566245996,0.950356227,3.213739262,3.64599577,11.71727976,0.566245996,0.321542845,8.122579985,Normal
3,122333,208784,218622,641.7996794,427.5550389,3092.852993,394.6634176,187.755389,0.585930914,0.745789702,1.50109254,4.819031689,7.23381252,0.585930914,0.559563996,7.836685274,Normal
2,108,129,208,17.11712505,9.674818325,43.69848481,11.72646029,199.9074074,0.837209302,0.824945138,1.769245114,2.552910298,4.516724071,0.837209302,0.519230769,3.72648555,Normal
3,9736,18753,35483,252.8348905,80.78717107,935.0336213,111.3384938,151.7192892,0.519170266,0.947577709,3.12964159,3.698198533,11.57403594,0.519170266,0.274384917,8.398116314,Normal
4,6906,13722,24700,278.0222245,56.35381598,828.4234483,93.77095657,149.5771793,0.503279405,0.979241844,4.933511948,2.979702252,14.70039666,0.503279405,0.279595142,8.834541937,Normal
6,661,893,1264,157.0852592,6.597227765,316.0060967,29.01053841,159.0015129,0.740201568,0.999117705,23.81079823,2.011685236,47.89983125,0.740201568,0.522943038,10.89280358,Normal
7,66534,90183,128772,396.7844271,256.7063284,1933.88243,291.0562143,176.3794601,0.737766541,0.762518219,1.545674505,4.873886923,7.533442757,0.737766541,0.516680645,6.644360559,Normal
8,232,376,552,92.4565522,4.804592849,147.5208153,17.18695943,145.0258621,0.617021277,0.998648857,19.24336881,1.595569073,30.70412414,0.617021277,0.420289855,8.58329921,Normal
2,311,421,650,22.93003503,20.11494027,91.70458146,19.89918336,138.318328,0.73871734,0.480068292,1.139950441,3.999321473,4.559028277,0.73871734,0.478461538,4.608459543,Normal
3,276,428,682,27.49091097,17.73425956,105.6396103,18.74604263,139.3224638,0.644859813,0.764102058,1.550158375,3.842710429,5.956809753,0.644859813,0.404692082,5.635301935,Normal
4,253,316,368,25.05410291,16.42057363,87.90559159,17.94796938,134.1936759,0.800632911,0.755277992,1.525775132,3.508630579,5.353381285,0.800632911,0.6875,4.897801514,Normal
1,130600,229528,252416,586.969926,494.8832479,4996.181167,407.7806819,153.8961639,0.568993761,0.537733031,1.186077582,8.511817975,10.09567648,0.568993761,0.517399848,12.25212814,Normal
2,1223,1797,2479,70.21475492,29.0400136,266.1726189,39.46101827,134.9141455,0.680578742,0.910463932,2.417862329,3.790835975,9.165719498,0.680578742,0.49334409,6.745204015,Normal
2,321,486,714,43.37286571,11.84762445,118.2253967,20.21657473,132.3489097,0.660493827,0.961969318,3.660891338,2.725791686,9.978827172,0.660493827,0.449579832,5.847943992,Normal
3,1594,1853,2794,234.4556363,9.828669607,505.6984848,45.05045876,179.8180678,0.860226659,0.999120919,23.85425959,2.15690479,51.45136677,0.860226659,0.570508232,11.22515727,Normal
4,110,153,228,22.48905685,8.358714444,61.04163056,11.83454055,133.0363636,0.718954248,0.928361233,2.6904923,2.714281482,7.302753428,0.718954248,0.48245614,5.157921453,Normal
5,97157,140177,158525,406.621537,358.894872,2482.960641,351.7159855,194.7575471,0.693102292,0.470075285,1.132982298,6.106318567,6.918350845,0.693102292,0.612881249,7.059561531,Normal
6,125,171,196,31.83812352,6.879009411,62.627417,12.61566261,131.928,0.730994152,0.97637964,4.62830062,1.967057416,9.10413306,0.730994152,0.637755102,4.964259027,Normal
1,110,164,195,18.7383878,10.65256402,55.627417,11.83454055,135.2818182,0.670731707,0.822690986,1.759049535,2.9686341,5.221974435,0.670731707,0.564102564,4.700428951,Normal
2,496,802,1456,50.75113482,19.55500477,160.3025612,25.13019726,140.5846774,0.618453865,0.922786494,2.595301582,3.158600527,8.197520946,0.618453865,0.340659341,6.378881931,Normal
3,246,452,546,31.05838391,25.10415272,132.6396103,17.6979357,165.6869919,0.544247788,0.588785831,1.237181125,4.270653962,5.283572475,0.544247788,0.450549451,7.494637373,Normal
4,187,308,418,24.94937425,20.53054907,107.1898628,15.43035304,156.8716578,0.607142857,0.56820312,1.21523171,4.296294639,5.220993481,0.607142857,0.447368421,6.946688943,Normal
2,126,142,170,18.17538373,9.106275841,46.38477631,12.66602474,166.5396825,0.887323944,0.865434269,1.995918425,2.55206586,5.093715271,0.887323944,0.741176471,3.662141617,Normal
1,121,178,273,22.5192373,11.03345693,59.45584412,12.41217084,177.2644628,0.679775281,0.871746628,2.040995623,2.640224592,5.388686838,0.679775281,0.443223443,4.79012454,Normal
2,142237,210857,224768,602.36275,454.9424632,3594.38914,425.5605399,190.0133791,0.674566175,0.655421533,1.324041607,5.967150425,7.900755438,0.674566175,0.632816949,8.44624631,Normal
1,105,116,129,47.57680786,2.850978749,83.62132034,11.56244577,152.9333333,0.905172414,0.99820296,16.68788583,1.757606786,29.33074137,0.905172414,0.813953488,7.232148111,Normal
1,127668,206469,221696,548.2535236,448.1639371,4394.171932,403.1773136,179.3749099,0.618339799,0.576014851,1.223332531,8.014853973,9.804831599,0.618339799,0.575869659,10.89885711,Normal
2,101,121,234,18.70427463,7.510234027,45.6629509,11.34007028,131.3168317,0.834710744,0.915848059,2.490504898,2.441310973,6.080096937,0.834710744,0.431623932,4.026690291,Normal
1,154,229,340,18.9853492,16.10300889,89.14823228,14.00281721,191.2467532,0.672489083,0.529706816,1.178993897,4.695633003,5.536122652,0.672489083,0.452941176,6.36644976,Normal
3,118,130,195,15.00725029,10.34283992,42.04163056,12.2573352,103.6271186,0.907692308,0.724581106,1.450979655,2.801421296,4.064805305,0.907692308,0.605128205,3.429916035,Normal
4,61717,91379,162214,395.7589962,284.1184281,2201.102777,280.3221807,165.4860411,0.675395879,0.696138308,1.392936737,5.561725186,7.747131332,0.675395879,0.380466544,7.852046425,Normal
5,1182,1873,5364,147.5994872,14.17857881,326.9594155,38.79393177,140.6362098,0.631073145,0.995375433,10.41003398,2.215179888,23.0600979,0.631073145,0.220357942,8.428107196,Normal
6,1250,1854,5775,159.786848,13.63370933,355.9949494,39.89422804,139.6312,0.674217907,0.996353228,11.71998347,2.22793649,26.11137884,0.674217907,0.216450216,8.923470057,Normal
7,250,274,324,78.82839074,4.297625027,148.3137085,17.84124116,140.984,0.912408759,0.998512747,18.34231471,1.881475787,34.510621,0.912408759,0.771604938,8.312970334,Normal
8,133,171,240,21.36731254,9.779021433,55.69848481,13.01310338,133,0.777777778,0.889125905,2.185015411,2.606714565,5.695711498,0.777777778,0.554166667,4.280184611,Normal
9,268,382,675,30.87306301,14.6005514,92.91168825,18.47236309,132.4925373,0.701570681,0.881104285,2.114513498,3.009474253,6.36357393,0.701570681,0.397037037,5.029767324,Normal
10,415,715,1258,31.70188784,23.72667286,128.3969696,22.98683125,134.539759,0.58041958,0.663212763,1.33612867,4.050136392,5.411503349,0.58041958,0.329888712,5.585675042,Normal
1,163,203,252,18.37953768,12.84665953,57.49137803,14.40618082,131.0613497,0.802955665,0.71515556,1.430686136,3.12801002,4.475200569,0.802955665,0.646825397,3.990743886,Normal
2,584,1933,3650,73.33635588,38.49286133,263.5512986,27.2685147,131.2089041,0.302121055,0.851175607,1.905193673,3.593733223,6.846757799,0.302121055,0.16,9.665040484,Normal
3,659,2083,3290,71.23276348,39.32342706,286.6579003,28.9666163,131.4855842,0.316370619,0.833816771,1.811458685,4.024242304,7.289748675,0.316370619,0.200303951,9.89614725,Normal
4,138,206,340,35.3690095,7.809576109,73.38477631,13.25545387,132.1449275,0.669902913,0.975318474,4.528928203,2.074832667,9.396768183,0.669902913,0.405882353,5.536194917,Normal
6,76383,155962,173756,529.3052953,322.9327419,3763.983115,311.8555052,139.6137884,0.489753914,0.792319212,1.639057384,7.111176005,11.65562554,0.489753914,0.439599208,12.06963819,Normal
7,1017,1309,1701,243.6490753,6.048119713,491.6335137,35.98450523,134.3510324,0.776928953,0.99969186,40.28509469,2.017793472,81.28700108,0.776928953,0.597883598,13.66236691,Normal
1,168,240,247,19.29734906,14.94720739,64.59188309,14.62546558,133.2321429,0.7,0.632484403,1.29103374,3.347189445,4.321334509,0.7,0.680161943,4.41639842,Normal
2,147,169,266,18.99355711,10.43811579,52.28427125,13.68087033,133.1904762,0.869822485,0.835453678,1.819634644,2.752737202,5.008975977,0.869822485,0.552631579,3.821706512,Normal
3,205,216,304,19.14388353,13.99400753,55.35533906,16.15593101,136.3414634,0.949074074,0.682387049,1.368005804,2.89154178,3.955645938,0.949074074,0.674342105,3.426316876,Normal
4,205,230,357,19.27638015,14.24952745,58.52691193,16.15593101,135.6390244,0.891304348,0.673461649,1.352773292,3.036198263,4.107287918,0.891304348,0.574229692,3.622627004,Normal
5,177,227,322,25.30283683,11.99279878,66.04163056,15.01210843,139.0734463,0.779735683,0.880540711,2.109835852,2.61004847,5.506773837,0.779735683,0.549689441,4.399224192,Normal
6,129,143,210,14.91392865,11.31608015,44.627417,12.81592374,133.5271318,0.902097902,0.651371261,1.317941235,2.992331401,3.943716943,0.902097902,0.614285714,3.482184968,Normal
3,203,296,308,22.12207805,16.03559463,78.24873734,16.07692842,145.0049261,0.685810811,0.688887398,1.379560818,3.537133228,4.879690409,0.685810811,0.659090909,4.867144723,Normal
5,115,132,216,19.23420307,7.897063862,45.79898987,12.10051849,130.9913043,0.871212121,0.911827277,2.435614477,2.381122301,5.799495948,0.871212121,0.532407407,3.784878303,Normal
6,131,170,272,16.9972103,11.77023637,55.21320344,12.91488987,132.9389313,0.770588235,0.721436611,1.444084024,3.248368553,4.690917133,0.770588235,0.481617647,4.275158673,Normal
7,1254,1927,2835,147.9859076,14.1120164,305.0954544,39.95800782,151.4880383,0.650752465,0.995442799,10.48651754,2.061652082,21.61955072,0.650752465,0.442328042,7.63540204,Normal
1,234,332,350,26.21882662,15.61172723,88.04163056,17.26088218,135.8162393,0.704819277,0.803400088,1.679431509,3.357954642,5.639454832,0.704819277,0.668571429,5.100644896,Normal
1,109,170,266,22.25709771,10.92842422,56.3137085,11.78062436,163.1100917,0.641176471,0.87115478,2.036624609,2.530146079,5.152957768,0.641176471,0.409774436,4.780197277,Normal
2,108518,168092,218592,555.7234932,384.8773871,3329.691701,371.7114592,184.8643543,0.64558694,0.72135073,1.44389749,5.991633864,8.651305097,0.64558694,0.496440858,8.957732183,Normal
3,17965,24719,44838,263.6417041,104.3221294,1028.897582,151.240697,152.2831617,0.726768882,0.918381288,2.527188677,3.902635912,9.862697285,0.726768882,0.400664615,6.803047083,Normal
1,147,203,208,16.58869347,15.21596533,58.76345597,13.68087033,132.2108844,0.724137931,0.398313895,1.090216303,3.542379999,3.861960427,0.724137931,0.706730769,4.295300996,Normal
2,114,149,240,21.45795654,7.84219893,52.42031022,12.04779267,136.3947368,0.765100671,0.930823859,2.73621681,2.44293114,6.684389249,0.765100671,0.475,4.35103024,Normal
3,215,379,567,31.36004175,16.10826621,136.8467171,16.5452864,129.1627907,0.567282322,0.857996361,1.946829122,4.363728792,8.495434291,0.567282322,0.379188713,8.271039483,Normal
1,12113,25650,46620,257.9995058,110.7768798,1217.719913,124.1883674,154.3375712,0.472241715,0.903129353,2.32900138,4.719853664,10.9925457,0.472241715,0.25982411,9.805426531,Normal
2,173,250,364,27.9039553,12.97586945,87.00609665,14.84151075,161.8554913,0.692,0.885300699,2.150449756,3.118056051,6.705222873,0.692,0.475274725,5.862347718,Normal
3,10574,24777,44805,295.1301919,94.84730209,1082.276262,116.0311809,146.6533951,0.426766759,0.946952198,3.111635075,3.667114689,11.41072269,0.426766759,0.236000446,9.327460545,Normal
2,128,153,225,18.1800355,9.848906421,49.21320344,12.76615297,133.96875,0.836601307,0.840544202,1.84589382,2.706991603,4.996819071,0.836601307,0.568888889,3.854975226,Normal
2,189,280,405,28.1380617,11.39952194,80.08326112,15.51264884,133.7195767,0.675,0.914259893,2.468354538,2.846083074,7.02514207,0.675,0.466666667,5.16244917,Normal
1,445,568,728,28.287088,22.8965891,111.5624458,23.80318461,169.9011236,0.783450704,0.587208023,1.235428032,3.943935333,4.872448266,0.783450704,0.611263736,4.686870588,Normal
2,152233,222889,240640,559.4404573,459.6496955,4084.592242,440.2602362,181.5789809,0.682999161,0.570029854,1.217101768,7.301209966,8.886315561,0.682999161,0.632617188,9.277676942,Normal
3,157,246,416,23.78367576,12.05190975,65.52691193,14.13855044,136.388535,0.638211382,0.862104621,1.973436265,2.755121311,5.43705631,0.638211382,0.377403846,4.634627306,Normal
4,189,200,220,22.03020996,11.32498825,53.89949494,15.51264884,164.6878307,0.945,0.85775046,1.94527442,2.446617396,4.759342238,0.945,0.859090909,3.474551348,Normal
1,113549,173279,194048,597.4784847,373.1853953,4862.106094,380.2302948,177.9549534,0.655295795,0.780944391,1.601023224,8.137709087,13.02866124,0.655295795,0.585159342,12.78726646,Normal
2,3125,3415,4264,108.4879906,38.21137978,272.0954544,63.07831305,146.30368,0.915080527,0.935918138,2.839153971,2.508069813,7.120796369,0.915080527,0.732879925,4.313613368,Normal
3,181,268,280,20.10816433,15.90475782,66.97056275,15.1807891,138.3867403,0.675373134,0.611867593,1.264286106,3.330515985,4.210725088,0.675373134,0.646428571,4.411533704,Normal
5,112,176,342,24.73081274,9.69945892,56.69848481,11.94164264,138.9375,0.636363636,0.919879381,2.54971055,2.292625213,5.845530692,0.636363636,0.32748538,4.747963618,Normal
6,150,175,280,17.6955155,11.6180137,52.28427125,13.81976598,134.84,0.857142857,0.754281374,1.523110229,2.954662227,4.500276262,0.857142857,0.535714286,3.783296427,Normal
7,454,545,714,33.74189787,18.82026077,98.49747468,24.04268607,142.3722467,0.833027523,0.829994714,1.792849647,2.919144473,5.233587138,0.833027523,0.635854342,4.096774978,Normal
8,109,164,304,17.17290266,13.27436101,68.39087297,11.78062436,133.6422018,0.664634146,0.634426792,1.293689591,3.982487661,5.152102835,0.664634146,0.358552632,5.805369126,Normal
9,109,119,182,12.99507691,11.30668153,40.627417,11.78062436,134.8899083,0.915966387,0.492920719,1.149327225,3.126369876,3.593222015,0.915966387,0.598901099,3.448664158,Normal
10,137,158,252,16.25720113,11.68822918,49.35533906,13.20733954,134.2919708,0.867088608,0.695054514,1.390903693,3.035906283,4.222653262,0.867088608,0.543650794,3.736962991,Normal
11,377,392,528,44.85020393,11.68457105,100.1421356,21.90916038,239.2095491,0.961734694,0.965467272,3.838412531,2.232813384,8.570458875,0.961734694,0.714015152,4.570788378,Normal
2,111,132,336,25.93457903,5.80394147,54.76955262,11.88821221,132.7477477,0.840909091,0.974637015,4.468442551,2.111835035,9.436613533,0.840909091,0.330357143,4.60704702,Normal
1,117,191,315,24.83966956,10.56017852,68.07716447,12.20528684,132.8119658,0.612565445,0.905130603,2.35220167,2.740663047,6.446592197,0.612565445,0.371428571,5.577678377,Normal
1,147,203,208,16.58869347,15.21596533,58.76345597,13.68087033,133.9319728,0.724137931,0.398313895,1.090216303,3.542379999,3.861960427,0.724137931,0.706730769,4.295300996,Normal
2,282,319,469,63.3879155,6.688558755,131.1421356,18.94870844,145.2163121,0.884012539,0.994417405,9.477066409,2.068882288,19.60693483,0.884012539,0.601279318,6.920901022,Normal
3,136,146,175,26.33584047,6.616311877,54.72792206,13.15904928,148.2352941,0.931506849,0.967927826,3.980441213,2.078077672,8.27166601,0.931506849,0.777142857,4.158957146,Normal
1,479,496,621,27.02256571,22.56980377,79.59797975,24.69578389,189.0292276,0.965725806,0.549915026,1.197288465,2.945611479,3.526746647,0.965725806,0.771336554,3.22314044,Normal
1,105,175,264,26.33160579,9.960730452,59.89949494,11.56244577,166.8190476,0.6,0.925691059,2.643541647,2.274813599,6.01356449,0.6,0.397727273,5.180521157,Normal
1,114116,199162,247808,523.6630462,488.6131255,4675.277667,381.178441,177.8675996,0.57298079,0.359700548,1.071733482,8.928026716,9.568465157,0.57298079,0.460501679,12.26532554,Normal
1,2023,2251,3078,111.7682001,25.62032923,259.746212,50.75198123,180.5002472,0.898711684,0.973372908,4.362481025,2.323972397,10.13828549,0.898711684,0.657244964,5.117952161,Normal
2,190,272,286,21.8211648,15.10185115,73.24873734,15.55363345,142.6210526,0.698529412,0.721826981,1.444933113,3.356774857,4.850315143,0.698529412,0.664335664,4.709429316,Normal
3,151,185,330,18.96125917,11.46154505,59.52691193,13.86575534,134.192053,0.816216216,0.796626596,1.654337098,3.139396567,5.193620204,0.816216216,0.457575758,4.293088293,Normal
1,14696,27280,48356,317.9725257,91.29038879,1077.54834,136.7900886,152.5633506,0.538709677,0.957900167,3.483088745,3.388809576,11.80352449,0.538709677,0.303912648,7.877386079,Normal
2,14224,27526,51040,303.8956507,90.07970845,985.0924958,134.575478,153.7782621,0.516747802,0.955058749,3.373630488,3.241548516,10.9357869,0.516747802,0.278683386,7.319999976,Normal
5,153,166,210,20.57184334,9.759266302,51.21320344,13.95727948,134.9934641,0.921686747,0.880309824,2.107929296,2.489480528,5.247648937,0.921686747,0.728571429,3.669282651,Normal
6,174,237,1089,48.25596241,5.243844836,93.29646456,14.88434348,137.0229885,0.734177215,0.994078176,9.202400896,1.93336657,17.79161426,0.734177215,0.159779614,6.268094034,Normal
7,57404,84174,154812,357.7547448,285.0678288,1845.159559,270.3498526,180.4773187,0.681968304,0.604210514,1.254981126,5.157610307,6.472703591,0.681968304,0.370798129,6.825080691,Normal
1,117,161,252,19.89446385,10.85281264,53.45584412,12.20528684,167.7777778,0.726708075,0.838098304,1.83311594,2.686970835,4.925529066,0.726708075,0.464285714,4.379728624,Normal
2,193,241,399,24.12340676,11.96589622,64.31980515,15.67594438,135.5336788,0.800829876,0.868306265,2.01601337,2.666281997,5.375260154,0.800829876,0.483709273,4.103089651,Normal
1,121,189,273,111.0188631,1.926079409,113.2071068,12.41217084,139.0661157,0.64021164,0.999849493,57.63981621,1.019710557,58.77592911,0.64021164,0.443223443,9.120653289,Normal
2,331,534,924,45.04415503,15.34301956,116.2903679,20.52905963,137.5528701,0.619850187,0.940200411,2.935807705,2.581697178,7.579366465,0.619850187,0.358225108,5.664670959,Normal
3,15661,20071,32946,269.0835925,88.24189871,973.2691193,141.209789,157.9129047,0.780280006,0.944700327,3.049385796,3.616976829,11.02955777,0.780280006,0.475353609,6.89236296,Normal
4,235,270,450,24.02060119,13.93556596,68.66904756,17.29772508,134.5744681,0.87037037,0.814509234,1.723690395,2.858756407,4.927610961,0.87037037,0.522222222,3.969831133,Normal
5,19523,30289,45753,246.5129779,130.1870894,1209.121933,157.6624738,152.8199047,0.64455743,0.849173143,1.893528606,4.904901736,9.287571745,0.64455743,0.42670426,7.669053417,Normal
1,86708,142843,189060,493.1909576,323.3239112,3369.330265,332.2650364,179.7026572,0.607016095,0.755129629,1.525377309,6.831695134,10.42091274,0.607016095,0.458626891,10.14048996,Normal
2,112,170,252,21.96178751,11.49240174,55.89949494,11.94164264,182.2857143,0.658823529,0.852154165,1.910983275,2.545307158,4.864039408,0.658823529,0.444444444,4.681055748,Normal
3,108,116,169,13.65108979,10.26141226,38.04163056,11.72646029,134.5277778,0.931034483,0.659514547,1.330332458,2.786710156,3.707250972,0.931034483,0.639053254,3.244084714,Normal
4,9387,19654,30464,247.5518495,99.62703939,1095.222438,109.3247438,143.6072228,0.4776127,0.915442328,2.484785767,4.424214322,10.99322478,0.4776127,0.308134191,10.01806545,Normal
7,180,202,248,63.82673064,3.795099089,116.4497475,15.13879513,142.2388889,0.891089109,0.998230725,16.81819872,1.824466745,30.68424427,0.891089109,0.725806452,7.692141049,Normal
1,131,162,232,63.38690916,2.911008019,106.0355339,12.91488987,141.1832061,0.808641975,0.998944917,21.77490022,1.672830168,36.42571,0.808641975,0.564655172,8.210332025,Normal
2,116,144,196,17.99819432,10.42273343,47.3137085,12.15301556,198.0258621,0.805555556,0.815257343,1.726820938,2.628803071,4.539472184,0.805555556,0.591836735,3.893166126,Normal
3,144,181,209,22.20346426,10.51112737,66.627417,13.54055001,188.2222222,0.79558011,0.88084739,2.112377054,3.000766738,6.3387508,0.79558011,0.688995215,4.920584243,Normal
4,213,338,588,28.38217713,14.13272946,84.84062043,16.46815178,135.2723005,0.630177515,0.867209295,2.008258717,2.989221723,6.003130582,0.630177515,0.362244898,5.151799763,Normal
1,594,863,1584,54.82909777,19.30467593,199.5452019,27.50098707,136.6060606,0.68829664,0.935966843,2.840197782,3.639403346,10.33662531,0.68829664,0.375,7.255928721,Normal
2,159,215,345,22.04929362,13.15641213,75.01219331,14.22831992,132.427673,0.739534884,0.802477933,1.675935157,3.402022514,5.701569135,0.739534884,0.460869565,5.272034489,Normal
1,141211,216156,218112,617.786624,453.4995116,3609.761723,424.0229114,195.5906905,0.653282814,0.679072259,1.362265246,5.843055811,7.959791864,0.653282814,0.647424259,8.513128952,Normal
1,133948,199071,215552,638.2531905,411.8601233,4972.963958,412.974443,179.5209335,0.67286546,0.763935425,1.549684357,7.791522287,12.07440021,0.67286546,0.621418498,12.04182013,Normal
2,326,409,600,30.09892183,16.41966377,95.84062043,20.3734163,133.601227,0.797066015,0.838095643,1.833102202,3.184187825,5.836941715,0.797066015,0.543333333,4.704199779,Normal
3,176,260,280,20.03250843,15.57288418,69.17766953,14.96964127,142.7386364,0.676923077,0.62903048,1.286371118,3.453270456,4.442187378,0.676923077,0.628571429,4.621197547,Normal
4,225,357,494,25.85627737,19.42683499,111.118795,16.92568751,136.2177778,0.630252101,0.659916201,1.330956761,4.297555809,5.719860958,0.630252101,0.455465587,6.565097872,Normal
5,189,228,299,22.23694011,12.32322514,63.00609665,15.51264884,135.005291,0.828947368,0.832398124,1.804474061,2.833397776,5.112792791,0.828947368,0.632107023,4.061594981,Normal
6,175,205,308,21.89370089,11.6082898,58.627417,14.9270533,138.4057143,0.853658537,0.847865479,1.886040171,2.677821228,5.050478407,0.853658537,0.568181818,3.927594804,Normal
7,168,215,336,28.74159969,9.16891342,72.52691193,14.62546558,132.8452381,0.781395349,0.947750697,3.134678928,2.5234125,7.910087991,0.781395349,0.5,4.958947223,Normal
1,762,1059,1512,55.81284009,20.90819034,184.3380951,31.14817062,137.7755906,0.719546742,0.927181448,2.669424718,3.302790089,8.816549501,0.719546742,0.503968254,5.918103421,Normal
2,148661,227323,251392,606.066974,461.0127077,4028.539464,435.0644366,193.309967,0.653963743,0.649147008,1.314642664,6.647020275,8.73845644,0.653963743,0.591351356,9.259638632,Normal
